,ride_date,ride_count,month,year,m_y
388,2020-01-24,4403,1,2020,1-2020
389,2020-01-25,2619,1,2020,1-2020
390,2020-01-26,2193,1,2020,1-2020
391,2020-01-27,4581,1,2020,1-2020
392,2020-01-28,4158,1,2020,1-2020
393,2020-01-29,4806,1,2020,1-2020
394,2020-01-30,4875,1,2020,1-2020
395,2020-01-31,4845,1,2020,1-2020
396,2020-02-01,2604,2,2020,2-2020
397,2020-02-02,1922,2,2020,2-2020
398,2020-02-03,4624,2,2020,2-2020
399,2020-02-04,4543,2,2020,2-2020
400,2020-02-05,4801,2,2020,2-2020
401,2020-02-06,4836,2,2020,2-2020
402,2020-02-07,4642,2,2020,2-2020
403,2020-02-08,2877,2,2020,2-2020
404,2020-02-09,2083,2,2020,2-2020
405,2020-02-10,5323,2,2020,2-2020
406,2020-02-11,5593,2,2020,2-2020
407,2020-02-12,5310,2,2020,2-2020
408,2020-02-13,4964,2,2020,2-2020
409,2020-02-14,4651,2,2020,2-2020
410,2020-02-15,2432,2,2020,2-2020
411,2020-02-16,2346,2,2020,2-2020
412,2020-02-17,2636,2,2020,2-2020
413,2020-02-18,5003,2,2020,2-2020
414,2020-02-19,5095,2,2020,2-2020
415,2020-02-20,5059,2,2020,2-2020
416,2020-02-21,5078,2,2020,2-2020
417,2020-02-22,2499,2,2020,2-2020
418,2020-02-23,2573,2,2020,2-2020
419,2020-02-24,5876,2,2020,2-2020
420,2020-02-25,6086,2,2020,2-2020
421,2020-02-26,6109,2,2020,2-2020
422,2020-02-27,6308,2,2020,2-2020
423,2020-02-28,5521,2,2020,2-2020
424,2020-02-29,2503,2,2020,2-2020
425,2020-03-01,2639,3,2020,3-2020
426,2020-03-02,6743,3,2020,3-2020
427,2020-03-03,7533,3,2020,3-2020
428,2020-03-04,7367,3,2020,3-2020
429,2020-03-05,6761,3,2020,3-2020
430,2020-03-06,5732,3,2020,3-2020
431,2020-03-07,2693,3,2020,3-2020
432,2020-03-08,2905,3,2020,3-2020
433,2020-03-09,5877,3,2020,3-2020
434,2020-03-10,5912,3,2020,3-2020
435,2020-03-11,5491,3,2020,3-2020
436,2020-03-12,4500,3,2020,3-2020
437,2020-03-13,3632,3,2020,3-2020
438,2020-03-14,1164,3,2020,3-2020
439,2020-03-15,1481,3,2020,3-2020
440,2020-03-16,2057,3,2020,3-2020
441,2020-03-17,1021,3,2020,3-2020
442,2020-03-18,829,3,2020,3-2020
443,2020-03-19,1130,3,2020,3-2020
444,2020-03-20,1213,3,2020,3-2020
445,2020-03-21,1480,3,2020,3-2020
446,2020-03-22,1257,3,2020,3-2020
447,2020-03-23,787,3,2020,3-2020
448,2020-03-24,649,3,2020,3-2020
449,2020-03-25,924,3,2020,3-2020
450,2020-03-26,893,3,2020,3-2020
451,2020-03-27,933,3,2020,3-2020
452,2020-03-28,779,3,2020,3-2020
453,2020-03-29,818,3,2020,3-2020
454,2020-03-30,904,3,2020,3-2020
455,2020-03-31,960,3,2020,3-2020
456,2020-04-01,1375,4,2020,4-2020
457,2020-04-02,957,4,2020,4-2020
458,2020-04-03,1182,4,2020,4-2020
459,2020-04-04,511,4,2020,4-2020
460,2020-04-05,681,4,2020,4-2020
461,2020-04-06,516,4,2020,4-2020
462,2020-04-07,1106,4,2020,4-2020
463,2020-04-08,965,4,2020,4-2020
464,2020-04-09,1038,4,2020,4-2020
465,2020-04-10,1162,4,2020,4-2020
466,2020-04-11,1109,4,2020,4-2020
467,2020-04-12,1254,4,2020,4-2020
468,2020-04-13,1070,4,2020,4-2020
469,2020-04-14,1346,4,2020,4-2020
470,2020-04-15,1178,4,2020,4-2020
471,2020-04-16,966,4,2020,4-2020
472,2020-04-17,1103,4,2020,4-2020
473,2020-04-18,1771,4,2020,4-2020
474,2020-04-19,1533,4,2020,4-2020
475,2020-04-20,1021,4,2020,4-2020
476,2020-04-21,1160,4,2020,4-2020
477,2020-04-22,1224,4,2020,4-2020
478,2020-04-23,1257,4,2020,4-2020
479,2020-04-24,1553,4,2020,4-2020
480,2020-04-25,2176,4,2020,4-2020
481,2020-04-26,1748,4,2020,4-2020
482,2020-04-27,1173,4,2020,4-2020
483,2020-04-28,1410,4,2020,4-2020
484,2020-04-29,1169,4,2020,4-2020
485,2020-04-30,1328,4,2020,4-2020
486,2020-05-01,1607,5,2020,5-2020
487,2020-05-02,2120,5,2020,5-2020
488,2020-05-03,2259,5,2020,5-2020
489,2020-05-04,1338,5,2020,5-2020
490,2020-05-05,1383,5,2020,5-2020
491,2020-05-06,1525,5,2020,5-2020
492,2020-05-07,1627,5,2020,5-2020
493,2020-05-08,1891,5,2020,5-2020
494,2020-05-09,2171,5,2020,5-2020
495,2020-05-10,1840,5,2020,5-2020
496,2020-05-11,1037,5,2020,5-2020
497,2020-05-12,1322,5,2020,5-2020
498,2020-05-13,1245,5,2020,5-2020
499,2020-05-14,1165,5,2020,5-2020
500,2020-05-15,1826,5,2020,5-2020
501,2020-05-16,2671,5,2020,5-2020
502,2020-05-17,2015,5,2020,5-2020
503,2020-05-18,1443,5,2020,5-2020
504,2020-05-19,1659,5,2020,5-2020
505,2020-05-20,1651,5,2020,5-2020
506,2020-05-21,1760,5,2020,5-2020
507,2020-05-22,2243,5,2020,5-2020
508,2020-05-23,2861,5,2020,5-2020
509,2020-05-24,2974,5,2020,5-2020
510,2020-05-25,2695,5,2020,5-2020
511,2020-05-26,1842,5,2020,5-2020
512,2020-05-27,1816,5,2020,5-2020
513,2020-05-28,1744,5,2020,5-2020
514,2020-05-29,1977,5,2020,5-2020
515,2020-05-30,2509,5,2020,5-2020
516,2020-05-31,2554,5,2020,5-2020
517,2020-06-01,2109,6,2020,6-2020
518,2020-06-02,1943,6,2020,6-2020
519,2020-06-03,3139,6,2020,6-2020
520,2020-06-04,1892,6,2020,6-2020
521,2020-06-05,2168,6,2020,6-2020
522,2020-06-06,2932,6,2020,6-2020
523,2020-06-07,2517,6,2020,6-2020
524,2020-06-08,1880,6,2020,6-2020
525,2020-06-09,2177,6,2020,6-2020
526,2020-06-10,2187,6,2020,6-2020
527,2020-06-11,2111,6,2020,6-2020
528,2020-06-12,2227,6,2020,6-2020
529,2020-06-13,3160,6,2020,6-2020
530,2020-06-14,2497,6,2020,6-2020
531,2020-06-15,1897,6,2020,6-2020
532,2020-06-16,2039,6,2020,6-2020
533,2020-06-17,2342,6,2020,6-2020
534,2020-06-18,2370,6,2020,6-2020
535,2020-06-19,2982,6,2020,6-2020
536,2020-06-20,2733,6,2020,6-2020
537,2020-06-21,2280,6,2020,6-2020
538,2020-06-22,1832,6,2020,6-2020
539,2020-06-23,1926,6,2020,6-2020
540,2020-06-24,2088,6,2020,6-2020
541,2020-06-25,2082,6,2020,6-2020
542,2020-06-26,2200,6,2020,6-2020
543,2020-06-27,2522,6,2020,6-2020
544,2020-06-28,2430,6,2020,6-2020
545,2020-06-29,2047,6,2020,6-2020
546,2020-06-30,2141,6,2020,6-2020
547,2020-07-01,2143,7,2020,7-2020
548,2020-07-02,2275,7,2020,7-2020
549,2020-07-03,2162,7,2020,7-2020
550,2020-07-04,2509,7,2020,7-2020
551,2020-07-05,2299,7,2020,7-2020
552,2020-07-06,1955,7,2020,7-2020
553,2020-07-07,2254,7,2020,7-2020
554,2020-07-08,2261,7,2020,7-2020
555,2020-07-09,2394,7,2020,7-2020
556,2020-07-10,2446,7,2020,7-2020
557,2020-07-11,3217,7,2020,7-2020
558,2020-07-12,2742,7,2020,7-2020
559,2020-07-13,1834,7,2020,7-2020
560,2020-07-14,2178,7,2020,7-2020
561,2020-07-15,2293,7,2020,7-2020
562,2020-07-16,2240,7,2020,7-2020
563,2020-07-17,2611,7,2020,7-2020
564,2020-07-18,3004,7,2020,7-2020
565,2020-07-19,2458,7,2020,7-2020
566,2020-07-20,1852,7,2020,7-2020
567,2020-07-21,2062,7,2020,7-2020
568,2020-07-22,2390,7,2020,7-2020
569,2020-07-23,2243,7,2020,7-2020
570,2020-07-24,2278,7,2020,7-2020
571,2020-07-25,3106,7,2020,7-2020
572,2020-07-26,2606,7,2020,7-2020
573,2020-07-27,2077,7,2020,7-2020
574,2020-07-28,2065,7,2020,7-2020
575,2020-07-29,2251,7,2020,7-2020
576,2020-07-30,2234,7,2020,7-2020
577,2020-07-31,2457,7,2020,7-2020
578,2020-08-01,3094,8,2020,8-2020
579,2020-08-02,2470,8,2020,8-2020
580,2020-08-03,2000,8,2020,8-2020
581,2020-08-04,2099,8,2020,8-2020
582,2020-08-05,2098,8,2020,8-2020
583,2020-08-06,2405,8,2020,8-2020
584,2020-08-07,2605,8,2020,8-2020
585,2020-08-08,3012,8,2020,8-2020
586,2020-08-09,2540,8,2020,8-2020
587,2020-08-10,2000,8,2020,8-2020
588,2020-08-11,2247,8,2020,8-2020
589,2020-08-12,2484,8,2020,8-2020
590,2020-08-13,2562,8,2020,8-2020
591,2020-08-14,2881,8,2020,8-2020
592,2020-08-15,3276,8,2020,8-2020
593,2020-08-16,2349,8,2020,8-2020
594,2020-08-17,2108,8,2020,8-2020
595,2020-08-18,2608,8,2020,8-2020
596,2020-08-19,2296,8,2020,8-2020
597,2020-08-20,2201,8,2020,8-2020
598,2020-08-21,2546,8,2020,8-2020
599,2020-08-22,3051,8,2020,8-2020
600,2020-08-23,2248,8,2020,8-2020
601,2020-08-24,2041,8,2020,8-2020
602,2020-08-25,2190,8,2020,8-2020
603,2020-08-26,2297,8,2020,8-2020
604,2020-08-27,2388,8,2020,8-2020
605,2020-08-28,2400,8,2020,8-2020
606,2020-08-29,2715,8,2020,8-2020
607,2020-08-30,2327,8,2020,8-2020
608,2020-08-31,2061,8,2020,8-2020
609,2020-09-01,2292,9,2020,9-2020
610,2020-09-02,2590,9,2020,9-2020
611,2020-09-03,2318,9,2020,9-2020
612,2020-09-04,2794,9,2020,9-2020
613,2020-09-05,3319,9,2020,9-2020
614,2020-09-06,2682,9,2020,9-2020
615,2020-09-07,2242,9,2020,9-2020
616,2020-09-08,2156,9,2020,9-2020
617,2020-09-09,1782,9,2020,9-2020
618,2020-09-10,1577,9,2020,9-2020
619,2020-09-11,1622,9,2020,9-2020
620,2020-09-12,1845,9,2020,9-2020
621,2020-09-13,1559,9,2020,9-2020
622,2020-09-14,1792,9,2020,9-2020
623,2020-09-15,2334,9,2020,9-2020
624,2020-09-16,2730,9,2020,9-2020
625,2020-09-17,2652,9,2020,9-2020
626,2020-09-18,3094,9,2020,9-2020
627,2020-09-19,3619,9,2020,9-2020
628,2020-09-20,2868,9,2020,9-2020
629,2020-09-21,2442,9,2020,9-2020
